date,tickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2016,"3IN.L,ASL.L,ACA.L,AGK.L,ATST.L,AO.L,ASCL.L,ASHM.L,AUTO.L,AVV.L,BAKK.L,BBY.L,BAG.L,BNKR.L,BCA.L,BEZ.L,BBA.L,BHMG.L,BWY.L,BOY.L,BVS.L,BRW.L,BVIC.L,CNE.L,CLDN.L,CPI.L,CARD.L,CEY.L,CINE.L,CTY.L,CBG.L,CLI.L,CMCX.L,CCC.L,CSP.L,CRST.L,DJAN.L,DCG.L,DPH.L,DLN.L,DRX.L,DNLM.L,EDIN.L,ECM.L,ELM.L,ETO.L,ESNT.L,ERM.L,FCPT.L,FXPO.L,FEV.L,FSV.L,FGT.L,FGP.L,FRCL.L,GFS.L,GFRD.L,GCP.L,GSS.L,GOG.L,GPOR.L,GRI.L,UKW.L,GNC.L,GNK.L,GRG.L,GVC.L,HVPE.L,HICL.L,HILS.L,HSX.L,HOC.L,HSV.L,HWDN.L,INDV.L,ISAT.L,IHP.L,INPP.L,INVP.L,IPO.L,JLT.L,JD.L,JLG.L,JII.L,JAM.L,JMG.L,JUP.L,JE.L,KAZ.L,KLR.L,KIE.L,LRE.L,LMP.L,EMG.L,MCS.L,MGGT.L,MRC.L,MLC.L,MAB.L,MTO.L,MNKS.L,MGAM.L,MYI.L,NEX.L,NBLS.L,NRR.L,NMC.L,OTB.L,PAGE.L,PAY.L,PNN.L,PLI.L,PNL.L,PFC.L,PETS.L,PTEC.L,PCT.L,POLY.L,PLP.L,PZC.L,QQ.L,RAT.L,TRIG.L,RTN.L,RCP.L,RSE.L,ROR.L,RPC.L,SVS.L,SCIN.L,SRP.L,SHI.L,SCT.L,SOPH.L,SXS.L,SPI.L,SPD.L,SSPG.L,SMP.L,SGC.L,SYNT.L,TALK.L,TATE.L,TED.L,TEP.L,TMPL.L,TEM.L,TRY.L,TPK.L,BBOX.L,TLW.L,UDG.L,UKCM.L,VCT.L,VMUK.L,WEIR.L,WTAN.L,WIZZ.L,WPCT.L,WG.L,WKP.L,WWH.L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2017,"3IN.L,ASL.L,ACA.L,AGK.L,ATST.L,AO.L,ASCL.L,ASHM.L,AUTO.L,AVV.L,BAKK.L,BBY.L,BAG.L,BNKR.L,BCA.L,BEZ.L,BBA.L,BHMG.L,BWY.L,BOY.L,BVS.L,BRW.L,BVIC.L,CNE.L,CLDN.L,CPI.L,CARD.L,CEY.L,CINE.L,CTY.L,CBG.L,CLI.L,CCC.L,CSP.L,CRST.L,DJAN.L,DCG.L,DPH.L,DLN.L,DRX.L,DNLM.L,EDIN.L,ECM.L,ELM.L,ETO.L,ESNT.L,ERM.L,FCPT.L,FXPO.L,FEV.L,FSV.L,FGT.L,FGP.L,FRCL.L,GFS.L,GFRD.L,GCP.L,GSS.L,GOG.L,GPOR.L,GRI.L,UKW.L,GNC.L,GNK.L,GRG.L,GVC.L,HVPE.L,HICL.L,HILS.L,HSX.L,HOC.L,HSV.L,HWDN.L,INDV.L,ISAT.L,IHP.L,INPP.L,INVP.L,IPO.L,JLT.L,JD.L,JLG.L,JII.L,JAM.L,JMG.L,JUP.L,JE.L,KAZ.L,KLR.L,KIE.L,LRE.L,LMP.L,EMG.L,MCS.L,MGGT.L,MRC.L,MLC.L,MAB.L,MTO.L,MNKS.L,MGAM.L,MYI.L,NEX.L,NBLS.L,NRR.L,NMC.L,OTB.L,PAGE.L,PAY.L,PNN.L,PLI.L,PNL.L,PFC.L,PETS.L,PTEC.L,PCT.L,POLY.L,PLP.L,PZC.L,QQ.L,RAT.L,TRIG.L,RTN.L,RCP.L,RSE.L,ROR.L,RPC.L,SNN.L,SVS.L,SCIN.L,SRP.L,SHI.L,SCT.L,SOPH.L,SXS.L,SPI.L,SPD.L,SSPG.L,SMP.L,SGC.L,SYNC.L,SYNT.L,TALK.L,TATE.L,TED.L,TEP.L,TMPL.L,TEM.L,TCAP.L,TRY.L,TPK.L,BBOX.L,TLW.L,UDG.L,UKCM.L,VCT.L,VMUK.L,WEIR.L,WTAN.L,WIZZ.L,WPCT.L,WG.L,WKP.L,WWH.L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/06/2017,"3IN.L,ASL.L,ACA.L,AGK.L,ATST.L,ASCL.L,ASHM.L,AUTO.L,AVV.L,BAKK.L,BBY.L,BAG.L,BNKR.L,BCA.L,BEZ.L,BBA.L,BWY.L,BOY.L,BVS.L,BRW.L,BVIC.L,CNE.L,CLDN.L,CPI.L,CARD.L,CEY.L,CINE.L,CTY.L,CBG.L,CLI.L,COA.L,CCC.L,CSP.L,CRST.L,DJAN.L,DCG.L,DPH.L,DLN.L,DRX.L,DNLM.L,EDIN.L,ECM.L,ELM.L,ETO.L,ESNT.L,ERM.L,FCPT.L,FDM.L,FXPO.L,FEV.L,FSV.L,FGT.L,FGP.L,FRCL.L,GFRD.L,GCP.L,GSS.L,GOG.L,GPOR.L,GRI.L,UKW.L,GNC.L,GNK.L,GRG.L,GVC.L,HVPE.L,HICL.L,HIK.L,HILS.L,HSX.L,HOC.L,HSV.L,HWDN.L,INDV.L,ISAT.L,IHP.L,INPP.L,INTU.L,INVP.L,IPO.L,JLT.L,JD.L,JLG.L,JII.L,JAM.L,JMG.L,JUP.L,JE.L,KAZ.L,KIE.L,LRE.L,LMP.L,EMG.L,MCS.L,MGGT.L,MRC.L,MLC.L,MAB.L,MTO.L,MNKS.L,MGAM.L,MYI.L,NBLS.L,NRR.L,NMC.L,OTB.L,PAGE.L,PAY.L,PNN.L,PLI.L,PSH.L,PNL.L,PFC.L,PETS.L,PTEC.L,PCT.L,POLY.L,PLP.L,PZC.L,QQ.L,RAT.L,TRIG.L,RTN.L,RCP.L,RSE.L,ROR.L,RPC.L,SAFE.L,SNN.L,SVS.L,SCIN.L,SRP.L,SHI.L,SXX.L,SCT.L,SOPH.L,SXS.L,SPI.L,SPD.L,SSPG.L,SMP.L,SGC.L,SYNC.L,SYNT.L,TALK.L,TATE.L,TBCG.L,TED.L,TEP.L,TMPL.L,TEM.L,TCAP.L,TRY.L,TPK.L,BBOX.L,TLW.L,UDG.L,UKCM.L,VCT.L,VMUK.L,WEIR.L,WTAN.L,WIZZ.L,WPCT.L,WG.L,WKP.L,WWH.L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/09/2017,"3IN.L,888.L,ASL.L,ACA.L,AGK.L,ALFA.L,ATST.L,ASCL.L,ASHM.L,AUTO.L,AVV.L,BAKK.L,BBY.L,BAG.L,BNKR.L,BCA.L,BEZ.L,BBA.L,BWY.L,BOY.L,BVS.L,BRW.L,BVIC.L,CNE.L,CLDN.L,CAPC.L,CPI.L,CARD.L,CEY.L,CINE.L,CTY.L,CBG.L,CLI.L,COA.L,CCC.L,CSP.L,CRST.L,DJAN.L,DCG.L,DPH.L,DLN.L,DC.L,DRX.L,DNLM.L,EDIN.L,ECM.L,ELM.L,ETO.L,EQN.L,ESNT.L,ERM.L,FCPT.L,FDM.L,FXPO.L,FEV.L,FSV.L,FGT.L,FGP.L,FRCL.L,GFRD.L,GCP.L,GSS.L,GOG.L,GPOR.L,GRI.L,UKW.L,GNC.L,GNK.L,GRG.L,GVC.L,HVPE.L,HICL.L,HIK.L,HILS.L,HSX.L,HOC.L,HSV.L,HWDN.L,INDV.L,ISAT.L,IHP.L,INPP.L,INTU.L,INVP.L,IPO.L,JLT.L,JD.L,JLG.L,JII.L,JAM.L,JMG.L,JUP.L,JE.L,KAZ.L,KIE.L,LRE.L,LMP.L,EMG.L,MCS.L,MGGT.L,MRC.L,MLC.L,MAB.L,MTO.L,MNKS.L,MGAM.L,MYI.L,NBLS.L,NRR.L,OTB.L,PAGE.L,PAY.L,PNN.L,PLI.L,PSH.L,PNL.L,PFC.L,PETS.L,PTEC.L,PCT.L,POLY.L,PLP.L,PFG.L,PZC.L,QQ.L,RAT.L,TRIG.L,RTN.L,RCP.L,RSE.L,ROR.L,RMG.L,RPC.L,SAFE.L,SNN.L,SVS.L,SCIN.L,SEQI.L,SRP.L,SHI.L,SXX.L,SCT.L,SOPH.L,SXS.L,SPI.L,SPD.L,SSPG.L,SMP.L,SGC.L,SYNC.L,SYNT.L,TALK.L,TATE.L,TBCG.L,TED.L,TEP.L,TMPL.L,TEM.L,TCAP.L,TRY.L,TPK.L,BBOX.L,TLW.L,UDG.L,UKCM.L,VCT.L,VEIL.L,VMUK.L,WEIR.L,WTAN.L,WIZZ.L,WPCT.L,WG.L,WKP.L,WWH.L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/12/2017,"3IN.L,888.L,ASL.L,ACA.L,AGK.L,ALFA.L,ATST.L,ASCL.L,ASHM.L,AUTO.L,AVV.L,BME.L,BAKK.L,BBY.L,BAG.L,BNKR.L,BCA.L,BEZ.L,BBA.L,BWY.L,BOY.L,BVS.L,BRW.L,BVIC.L,CNE.L,CLDN.L,CAPC.L,CPI.L,CARD.L,CEY.L,CINE.L,CTY.L,CBG.L,CLI.L,COA.L,CCC.L,CTEC.L,CSP.L,CRST.L,DJAN.L,DCG.L,DPH.L,DLN.L,DC.L,DRX.L,DNLM.L,EDIN.L,ECM.L,ELM.L,ETO.L,EQN.L,ESNT.L,ERM.L,FCPT.L,FCS.L,FDM.L,FXPO.L,FEV.L,FSV.L,FGT.L,FGP.L,FRCL.L,GFRD.L,GCP.L,GSS.L,GOG.L,GPOR.L,GRI.L,UKW.L,GNC.L,GNK.L,GRG.L,GVC.L,HVPE.L,HRI.L,HICL.L,HIK.L,HILS.L,HSX.L,HOC.L,HSV.L,HWDN.L,INDV.L,ISAT.L,IHP.L,INPP.L,INTU.L,INVP.L,IPO.L,JLT.L,JD.L,JLG.L,JII.L,JAM.L,JMG.L,JEO.L,JUP.L,KAZ.L,KIE.L,LRE.L,LMP.L,EMG.L,MCS.L,MGGT.L,MRC.L,MERL.L,MLC.L,MAB.L,MTO.L,MNKS.L,MGAM.L,MYI.L,NBLS.L,NRR.L,OTB.L,PAGE.L,PNN.L,PLI.L,PSH.L,PNL.L,PFC.L,PETS.L,PTEC.L,PCT.L,POLY.L,PLP.L,PFG.L,PZC.L,QQ.L,RAT.L,TRIG.L,RWI.L,RHIM.L,RCP.L,RSE.L,ROR.L,RMG.L,RPC.L,SAFE.L,SNN.L,SVS.L,SCIN.L,SEQI.L,SRP.L,SHI.L,SXX.L,SCT.L,SOPH.L,SXS.L,SPI.L,SPD.L,SSPG.L,SMP.L,SGC.L,SYNC.L,SYNT.L,TALK.L,TATE.L,TBCG.L,TED.L,TEP.L,TMPL.L,TEM.L,TIFS.L,TCAP.L,TRY.L,TPK.L,BBOX.L,TLW.L,UDG.L,UKCM.L,VCT.L,VEIL.L,VMUK.L,WEIR.L,WTAN.L,WIZZ.L,WPCT.L,WG.L,WKP.L,WWH.L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2018,"3IN.L,888.L,ASL.L,AGK.L,ALFA.L,ATST.L,ASCL.L,ASHM.L,AUTO.L,AVV.L,BME.L,BAB.L,BGFD.L,BAKK.L,BBY.L,BAG.L,BNKR.L,BCA.L,BEZ.L,BBA.L,BWY.L,BOY.L,BVS.L,BRW.L,BVIC.L,CNE.L,CLDN.L,CAPC.L,CPI.L,CARD.L,CEY.L,CCFS.L,CINE.L,CTY.L,CBG.L,CLI.L,COA.L,CCC.L,GLO.L,CTEC.L,CSP.L,CRST.L,DJAN.L,DCG.L,DPH.L,DLN.L,DC.L,DRX.L,DNLM.L,EFM.L,EDIN.L,ECM.L,ELM.L,ETO.L,EQN.L,ESNT.L,ERM.L,FCPT.L,FCS.L,FDM.L,FXPO.L,FEV.L,FSV.L,FGT.L,FGP.L,FRCL.L,GFRD.L,GAW.L,GCP.L,GSS.L,GOG.L,GPOR.L,GRI.L,UKW.L,GNC.L,GNK.L,GRG.L,GVC.L,HMSO.L,HVPE.L,HRI.L,HICL.L,HIK.L,HILS.L,HSX.L,HOC.L,HSV.L,HWDN.L,INDV.L,ISAT.L,IHP.L,INPP.L,INTU.L,INVP.L,IPO.L,JLT.L,JD.L,JLG.L,JII.L,JAM.L,JMG.L,JEO.L,JUP.L,KAZ.L,KIE.L,LRE.L,LMP.L,EMG.L,MCS.L,MGGT.L,MRC.L,MERL.L,MLC.L,MAB.L,MNKS.L,MGAM.L,MYI.L,NBLS.L,NRR.L,OTB.L,PAGE.L,PIN.L,PNN.L,PLI.L,PSH.L,PNL.L,PFC.L,PETS.L,PTEC.L,PCT.L,POLY.L,PLP.L,PFG.L,PZC.L,QQ.L,RAT.L,TRIG.L,RWI.L,RHIM.L,RCP.L,RSE.L,ROR.L,RPC.L,SAFE.L,SNN.L,SVS.L,SDP.L,SCIN.L,SEQI.L,SRP.L,SHI.L,SXX.L,SCT.L,SOPH.L,SXS.L,SPI.L,SPD.L,SSPG.L,SMP.L,SGC.L,SYNC.L,SYNT.L,TALK.L,TATE.L,TBCG.L,TED.L,TEP.L,TMPL.L,TEM.L,TIFS.L,TCAP.L,TRY.L,TPK.L,BBOX.L,TLW.L,UDG.L,UKCM.L,VCT.L,VEIL.L,VOF.L,VMUK.L,WEIR.L,WTAN.L,WIZZ.L,WPCT.L,WG.L,WKP.L,WWH.L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2018,"3IN.L,888.L,ASL.L,AGK.L,ALFA.L,ATST.L,ASCL.L,ASHM.L,AUTO.L,AVV.L,BME.L,BAB.L,BGFD.L,BAKK.L,BBY.L,BAG.L,BNKR.L,BCA.L,BEZ.L,BBA.L,BWY.L,BOY.L,BVS.L,BRW.L,BVIC.L,CNE.L,CLDN.L,CAPC.L,CPI.L,CARD.L,CEY.L,CCFS.L,CINE.L,CTY.L,CBG.L,CLI.L,COA.L,CCC.L,GLO.L,CTEC.L,CSP.L,CRST.L,DJAN.L,DCG.L,DPH.L,DLN.L,DC.L,DRX.L,DNLM.L,EFM.L,EDIN.L,ECM.L,ELM.L,ENOG.L,ETO.L,EQN.L,ESNT.L,ERM.L,FCPT.L,FCS.L,FDM.L,FXPO.L,FEV.L,FSV.L,FCSS.L,FGT.L,FGP.L,FRCL.L,GFS.L,GFRD.L,GAW.L,GCP.L,GSS.L,GOG.L,GPOR.L,GRI.L,UKW.L,GNC.L,GNK.L,GRG.L,HMSO.L,HVPE.L,HRI.L,HICL.L,HIK.L,HILS.L,HSX.L,HOC.L,HSV.L,HWDN.L,INDV.L,ISAT.L,IHP.L,INPP.L,INTU.L,INVP.L,IPO.L,JLT.L,JD.L,JLG.L,JII.L,JAM.L,JMG.L,JFJ.L,JEO.L,JUP.L,KAZ.L,KIE.L,LRE.L,LMP.L,EMG.L,MCS.L,MDC.L,MGGT.L,MRC.L,MERL.L,MLC.L,MAB.L,MNKS.L,MGAM.L,MYI.L,NBLS.L,NRR.L,OTB.L,PAGE.L,PIN.L,PAG.L,PNN.L,PLI.L,PSH.L,PNL.L,PFC.L,PTEC.L,PCT.L,POLY.L,PLP.L,PMO.L,PHP.L,PFG.L,PZC.L,QQ.L,RAT.L,TRIG.L,RWI.L,RHIM.L,RCP.L,RSE.L,ROR.L,RPC.L,SAFE.L,SNN.L,SVS.L,SDP.L,SCIN.L,SEQI.L,SRP.L,SHI.L,SXX.L,SCT.L,SOPH.L,SXS.L,SPI.L,SPD.L,SSPG.L,SMP.L,SGC.L,SDRY.L,SYNC.L,SYNT.L,TALK.L,TATE.L,TBCG.L,TED.L,TEP.L,TMPL.L,TEM.L,TIFS.L,TCAP.L,TRY.L,TPK.L,BBOX.L,TLW.L,UDG.L,UKCM.L,VCT.L,VEIL.L,VOF.L,VMUK.L,WEIR.L,WTAN.L,WIZZ.L,WG.L,WKP.L,WWH.L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2018,"3IN.L,888.L,ASL.L,AGK.L,ATST.L,ASCL.L,ASHM.L,AUTO.L,AVST.L,AVV.L,BME.L,BAB.L,BGFD.L,BAKK.L,BBY.L,BAG.L,BNKR.L,BBA.L,BCA.L,BEZ.L,BWY.L,BRSC.L,BOY.L,BVS.L,BRW.L,BVIC.L,CNE.L,CLDN.L,CAPC.L,CPI.L,CARD.L,CEY.L,CCFS.L,CINE.L,CTY.L,CBG.L,CLI.L,COA.L,CCC.L,GLO.L,CTEC.L,CSP.L,CRST.L,DJAN.L,DCG.L,DPH.L,DLN.L,DC.L,DRX.L,DNLM.L,EFM.L,EDIN.L,ECM.L,ELM.L,ENOG.L,ETO.L,EQN.L,ESNT.L,ERM.L,FCPT.L,FCS.L,FDM.L,FXPO.L,FEV.L,FSV.L,FCSS.L,FGT.L,FGP.L,FRCL.L,GFS.L,GFRD.L,GAW.L,GCP.L,GSS.L,GOG.L,GPOR.L,GRI.L,UKW.L,GNC.L,GNK.L,GRG.L,HMSO.L,HVPE.L,HRI.L,HICL.L,HIK.L,HILS.L,HFG.L,HSX.L,HOC.L,HSV.L,HWDN.L,INDV.L,ISAT.L,IHP.L,INPP.L,INTU.L,INVP.L,IPO.L,JLT.L,JD.L,JLG.L,JII.L,JAM.L,JMG.L,JFJ.L,JEO.L,JUP.L,KAZ.L,KLR.L,KIE.L,LRE.L,LMP.L,EMG.L,MDC.L,MGGT.L,MRC.L,MERL.L,MLC.L,MAB.L,MNKS.L,MGAM.L,MYI.L,NBLS.L,NRR.L,OTB.L,PAGE.L,PIN.L,PAG.L,PNN.L,PLI.L,PSH.L,PNL.L,PFC.L,PTEC.L,PLUS.L,PCT.L,POLY.L,PLP.L,PMO.L,PHP.L,PFG.L,PZC.L,QQ.L,RAT.L,TRIG.L,RHIM.L,RCP.L,RSE.L,ROR.L,RPC.L,SAFE.L,SNN.L,SVS.L,SDP.L,SCIN.L,SEQI.L,SRP.L,SHI.L,SXX.L,SCT.L,SOPH.L,SXS.L,SPI.L,SPT.L,SPD.L,SSPG.L,SMP.L,SGC.L,SDRY.L,SYNC.L,SYNT.L,TALK.L,TATE.L,TBCG.L,TED.L,TEP.L,TMPL.L,TEM.L,TIFS.L,TCAP.L,TRY.L,TPK.L,BBOX.L,TLW.L,UDG.L,UKCM.L,VCT.L,VEIL.L,VOF.L,VMUK.L,VVO.L,WEIR.L,WTAN.L,WIZZ.L,WKP.L,WWH.L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/12/2018,"3IN.L,888.L,ASL.L,ACA.L,AGK.L,ATST.L,AMGO.L,ASCL.L,ASHM.L,AGR.L,AML.L,AUTO.L,AVST.L,AVV.L,BME.L,BAB.L,BGFD.L,BAKK.L,BBY.L,BGEO.L,BNKR.L,BBGI.L,BAG.L,BBA.L,BCA.L,BEZ.L,BWY.L,BYG.L,BRSC.L,BGSC.L,BOY.L,BVS.L,BTEM.L,BRW.L,BVIC.L,BTG.L,CNE.L,CLDN.L,CAPC.L,CPI.L,CARD.L,CEY.L,CCFS.L,CINE.L,CTY.L,CSH.L,CKN.L,CBG.L,CLI.L,COA.L,COB.L,CCC.L,GLO.L,CTEC.L,CSP.L,CWK.L,CRST.L,CYBG.L,DJAN.L,DCG.L,DPH.L,DLN.L,DPLM.L,DC.L,DOM.L,DRX.L,DNLM.L,EFM.L,EDIN.L,EIG.L,ECM.L,ELM.L,ENOG.L,ETO.L,EQN.L,ESNT.L,ERM.L,FCPT.L,FCS.L,FDM.L,FXPO.L,FEV.L,FSV.L,FCSS.L,FGT.L,FGP.L,FSJ.L,FRCL.L,FCH.L,GFS.L,GFRD.L,GAW.L,GCP.L,GSS.L,GNS.L,GOG.L,GPOR.L,GFTU.L,GRI.L,UKW.L,GNC.L,GNK.L,GRG.L,HFD.L,HMSO.L,HVPE.L,HSTG.L,HAS.L,HRI.L,HGT.L.L,HICL.L,HIK.L,HILS.L,HFG.L,HOC.L,HSV.L,HWDN.L,HTG.L,IBST.L,IGG.L,IMI.L,INCH.L,INDV.L,ISAT.L,ICP.L,IHP.L,INPP.L,INTU.L,INVP.L,IPO.L,IWG.L,JLT.L,JD.L,JLG.L,JII.L,JAM.L,JMG.L,JFJ.L,JEO.L,JUP.L,JE.L,JUST.L,KAZ.L,LRE.L,LMP.L,EMG.L,MSLH.L,MCS.L,MDC.L,MGGT.L,MRC.L,MERL.L,MTRO.L,MLC.L,MAB.L,MONY.L,MNKS.L,MGAM.L,MYI.L,NEX.L,NBLS.L,NRR.L,OTB.L,PAGE.L,PIN.L,PAG.L,PNN.L,PLI.L,PSH.L,PNL.L,PFC.L,PHNX.L,PTEC.L,PLUS.L,PCT.L,POLY.L,PLP.L,PMO.L,PHP.L,PFG.L,PZC.L,QQ.L,QLT.L,RNK.L,RAT.L,RDW.L,TRIG.L,RSW.L,RHIM.L,RCP.L,RSE.L,ROR.L,RMG.L,RPC.L,SAFE.L,SAGA.L,SNN.L,SVS.L,SDP.L,SCIN.L,SNR.L,SEQI.L,SRP.L,SHB.L,SHI.L,SXX.L,SSON.L,SCT.L,SOPH.L,SXS.L,SPT.L,SPD.L,SSPG.L,SMP.L,SGC.L,STOB.L,SDRY.L,SYNC.L,SYNT.L,TALK.L,TATE.L,TBCG.L,TED.L,TEP.L,TMPL.L,TEM.L,TIFS.L,TCAP.L,TRY.L,TPK.L,BBOX.L,TLW.L,UDG.L,UKCM.L,ULE.L,UTG.L,VSVS.L,VCT.L,VEIL.L,VOF.L,VVO.L,WEIR.L,JDW.L,SMWH.L,WMH.L,WTAN.L,WIZZ.L,WPCT.L,WKP.L,WWH.L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2019,"3IN.L,888.L,ASL.L,ACA.L,AGK.L,ATST.L,AMGO.L,APAX.L,ASCL.L,ASHM.L,AGR.L,AML.L,AVST.L,AVV.L,BME.L,BAB.L,BGFD.L,BAKK.L,BBY.L,BAG.L,BNKR.L,BBGI.L,BCA.L,BGEO.L,BEZ.L,AJB.L,BWY.L,BYG.L,BME.L,BRSC.L,BGSC.L,BOY.L,BVS.L,BTEM.L,BRW.L,BVIC.L,BTG.L,CNE.L,CLDN.L,CAPC.L,CPI.L,CARD.L,CEY.L,CCFS.L,CINE.L,CTY.L,CSH.L,CKN.L,CBG.L,CLI.L,COA.L,COB.L,CCC.L,GLO.L,CTEC.L,CSP.L,CWK.L,CRST.L,CYBG.L,DJAN.L,DCG.L,DPH.L,DLN.L,DPLM.L,DC.L,DOM.L,DRX.L,DNLM.L,EDIN.L,EIG.L,ECM.L,ELM.L,ENOG.L,ETO.L,EQN.L,ESNT.L,ERM.L,FCPT.L,FCS.L,FDM.L,FXPO.L,FCSS.L,FEV.L,FSV.L,FGT.L,FGP.L,FSJ.L,FRCL.L,FCH.L,GFS.L,GFRD.L,GAW.L,GCP.L,GSS.L,GNS.L,GOG.L,GPOR.L,GFTU.L,GRI.L,UKW.L,GNC.L,GNK.L,GRG.L,GVC.L,HMSO.L,HVPE.L,HSTG.L,HAS.L,HRI.L,HGT.L.L,HICL.L,HILS.L,HFG.L,HOC.L,HSV.L,HWDN.L,HTG.L,IBST.L,IGG.L,IMI.L,INCH.L,INDV.L,ISAT.L,ICP.L,IHP.L,INPP.L,INTU.L,INVP.L,IPO.L,IWG.L,JLT.L,JD.L,JLG.L,JII.L,JAM.L,JMG.L,JFJ.L,JEO.L,JUP.L,JUST.L,KAZ.L,KIE.L,LRE.L,LMP.L,EMG.L,MSLH.L,MCS.L,MDC.L,MGGT.L,MRC.L,MERL.L,MTRO.L,MLC.L,MAB.L,MONY.L,MNKS.L,MGAM.L,MYI.L,NEX.L,NBLS.L,NRR.L,OTB.L,PAGE.L,PIN.L,PAG.L,PNN.L,PLI.L,PSH.L,PNL.L,PFC.L,PETS.L,PTEC.L,PLUS.L,PCT.L,POLY.L,PLP.L,PMO.L,PHP.L,PFG.L,PZC.L,QQ.L,QLT.L,RNK.L,RAT.L,RDW.L,TRIG.L,RSW.L,RHIM.L,RCP.L,RSE.L,ROR.L,RMG.L,RPC.L,SBRE.L,SAFE.L,SAGA.L,SNN.L,SVS.L,SDP.L,SCIN.L,SNR.L,SEQI.L,SRP.L,SHB.L,SHI.L,SXX.L,SSON.L,SCT.L,SOPH.L,SXS.L,SPT.L,SPD.L,SSPG.L,SMP.L,SGC.L,STOB.L,SYNC.L,SYNT.L,TALK.L,TATE.L,TBCG.L,TED.L,TEP.L,TMPL.L,TEM.L,TIFS.L,TCAP.L,TRY.L,TPK.L,BBOX.L,TLW.L,UDG.L,UKCM.L,ULE.L,UTG.L,VSVS.L,VCT.L,VEIL.L,VOF.L,VVO.L,WEIR.L,JDW.L,SMWH.L,WMH.L,WTAN.L,WIZZ.L,WPCT.L,WG.L,WKP.L,WWH.L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
